tmdb_id,imdb_id,title,original_language,release_year,overview,genres,vote_average,vote_count,poster_url
468207,tt7219324,The House by the Sea,fr,2017.0,"By a little bay near Marseille lies a picturesque villa owned by an old man. His three children have gathered by his side for his last days. It’s time for them to weigh up what they have inherited of their father’s ideals and the community spirit he created in this magical place. The arrival, at a nearby cove, of a group of boat people will throw these moments of reflection into turmoil.",Drama,6.5,125,https://image.tmdb.org/t/p/w500/gwBFXdxxh3CWtWgPlfT8MxnfApz.jpg
42234,tt0077452,Dona Flor and Her Two Husbands,pt,1976.0,"After the death of her handsome but good-for-nothing husband Vadinho, Flor, a widow, marries Dr. Teodoro, a respectable gentleman. Hilarity ensues when Vadinho's spirit returns into her life.","Comedy, Drama, Fantasy, Romance",6.755,145,https://image.tmdb.org/t/p/w500/jTkw5nnrYT0KpAAEm0wNdgQ7Bu3.jpg
468212,tt6901252,Above the Law,fr,2017.0,"Frank Valken, high-flying robber, has just made a final masterful break. At least that’s what he believes… Ideal suspects, Valken and his gang find themselves involved in a criminal case of thirty years. It seems that the crazy killers are back.","Crime, Thriller",5.9,124,https://image.tmdb.org/t/p/w500/2hayP9WM9F00lbBykZ0wSBzfrUU.jpg
9483,tt0388395,Schultze Gets the Blues,de,2003.0,"Schultze is an accordion player and newly without work. When the local music club celebrates its 50th anniversary, his taste of music changes unexpectedly.","Comedy, Drama, Music",6.485,34,https://image.tmdb.org/t/p/w500/cYadK5k73gVA88Z8hIkTzXDMhSu.jpg
42264,tt0073722,Smile,en,1975.0,"It's time again for California's ""Young American Miss"" beauty pageant, the biggest event of the year for Big Bob Freelander and Brenda DiCarlo, who give their all to put on a successful pageant. But Brenda is having marital difficulties and Bob's son is up to some mischief. Could this year's pageant be in jeopardy?",Comedy,5.8,41,https://image.tmdb.org/t/p/w500/vyeOUnl9A0RaLft6JL0tyMfBhsA.jpg
9499,tt0306734,Le Divorce,en,2003.0,"While visiting her sister in Paris, a young woman finds romance and learns her brother-in-law is a philanderer.","Drama, Romance, Comedy",4.9,161,https://image.tmdb.org/t/p/w500/ucBJrWKCJ1naTylSFN8jpaEqwwe.jpg
9496,tt0184005,Werner - Volles Rooäää!!!,de,1999.0,"A wicked investor wants Werner's residential area razed to the ground in order to build a shopping center. However, building tycoon Günzelsen has not reckoned with Werner. Together with his master Röhrich he's planning to blow away the plumbings with a gigantic obstruction...","Animation, Comedy, Action",5.5,100,https://image.tmdb.org/t/p/w500/7JcuWbkqCfKuG3D7Ja6u5snEyqe.jpg
42267,tt0073896,White Line Fever,en,1975.0,An independent trucker with a pregnant wife fights cargo crooks and the big shot they work for.,"Romance, Action, Crime, Drama",6.0,50,https://image.tmdb.org/t/p/w500/cPXwaBrDGOUIkzGj6MeAElzUi3Z.jpg
9497,tt0119471,Kleines Arschloch - Der Film,de,1997.0,"Want to know what a successful day in the life of the little asshole looks like? Yes? Well, after you have successfully disturbed your parents' lovemaking, you concentrate on your own libido. This, slightly disturbed, forces you to strain the weak heart of pensioner Mrs. Koschmidder with unambiguous offers.","Animation, Comedy",5.6,79,https://image.tmdb.org/t/p/w500/b5OxVpDzm7eVXgm1TUyDM4Lrqeg.jpg
992536,tt21049266,My Daughter's Killer,fr,2022.0,A father fights for decades to bring his daughter's killer to justice in France and Germany before taking extreme measures.,Documentary,6.7,56,https://image.tmdb.org/t/p/w500/sA1fDBJdwEXaLv1UYLI2LQwH0oo.jpg
566555,tt9501310,Case Closed: The Fist of Blue Sapphire,ja,2019.0,"The world's greatest blue sapphire, the ""blue lapis fist"", said to have sunk in a pirate ship in the late 19th century, on the coasts of Singapore. A local millionaire plots to retrieve it, and when it's exhibited in an exhibition at the Singaporean Marina Sands hotel, a murder takes place.","Animation, Mystery, Crime, Action, Adventure",6.2,179,https://image.tmdb.org/t/p/w500/IkaZMxpOEFG9lk0T3fpDGAUv3.jpg
632098,tt10954364,Savage X Fenty Show,en,2019.0,"The Savage X Fenty Show gives a look into Rihanna's creative process for her latest lingerie collection. Modeled by incredible, diverse talent, celebrating all genders and sizes, and featuring performances by the hottest music artists.",Documentary,8.1,44,https://image.tmdb.org/t/p/w500/mvMlwG0Z4teH8UrgO2qfyN2NyIn.jpg
9524,tt0128133,The Harmonists,de,1997.0,"Comedian Harmonists tells the story of a famous, German male sextet, five vocals and piano, the ""Comedian Harmonists"", from the day they meet first in 1927 to the day in 1934, when they become banned by the upcoming Nazis, because three of them are Jewish.","Music, Drama",6.7,66,https://image.tmdb.org/t/p/w500/9jUWDGEOZ6MFy9gSfYZ69KLjPLY.jpg
566565,tt9217716,Click & Collect,en,2018.0,"To save his daughter's Christmas, Andrew goes on a road trip with Dev, his neighbour from hell, to buy an elusive Sparklehoof the Unicorn Princess.","Comedy, TV Movie",6.65,40,https://image.tmdb.org/t/p/w500/rCAZcvvbHtI9M3EQ2qGXTjdBrLQ.jpg
9510,tt1187047,1½ Ritter - Auf der Suche nach der hinreißenden Herzelinde,de,2008.0,"The story of Lanze who is in love with the princess. One day the princess is kidnapped by the Dark Knight and Lanze starts his journey to rescue her. But he is not alone because Erdal, a turk, joins him on his journey.","Adventure, Comedy",4.3,125,https://image.tmdb.org/t/p/w500/nk3fmnVbnrtJ4tukuuwpIoxbcRk.jpg
42314,tt0116913,Looking for Richard,en,1996.0,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",Documentary,6.802,144,https://image.tmdb.org/t/p/w500/2iEgEoMP1S2YWKkYkwm8cgg2bBN.jpg
9514,tt0118138,Werner: Eat My Dust!!!,de,1996.0,"Because of a bet, Werner and his friend have to construct the fastest vehicle to win a race, because life depends on it.","Animation, Comedy, Action",5.8,123,https://image.tmdb.org/t/p/w500/xAlhCsCl3XzEroBjIR4oyGPkB5x.jpg
75074,tt1628055,Touchback,en,2011.0,"A former high-school football star loses his shot at a college scholarship due to a devastating gridiron injury, but gets a second chance at living his dream.","Drama, Family, Fantasy",6.5,115,https://image.tmdb.org/t/p/w500/6tc4S4UJzAUtZJPHFpq2Weaa1bA.jpg
42290,tt0082880,In the Pope's Eye,it,1980.0,"The Pope is disturbed by the fact that today's youth are not as spiritually inclined as they should be, and so he decides to set up a Vatican television station and entice them back into the religion of their ancestors. In order to particularly grab the wandering flock, a priest invites the comedians from ""The Other Sunday,"" an actual comedy program on Italian television, to perform on this new channel.",Comedy,6.6,54,https://image.tmdb.org/t/p/w500/zO2gHN8334H0NG1M8Nxb5hsT7dx.jpg
42299,tt0023858,Busy Bodies,en,1933.0,"In this short film, Laurel and Hardy wage battle with inanimate objects, their co-workers, and the laws of physics during a routine work day at a sawmill.",Comedy,7.28,91,https://image.tmdb.org/t/p/w500/mbMflFt5S2ZJFJXgJCmXYXAziIz.jpg
9547,tt0057380,Old Shatterhand,de,1964.0,"Renegades trying to get the army to abandon their fort get the Indians addicted to whiskey, then convince them to attack and drive out the soldiers.","Western, Adventure",6.2,80,https://image.tmdb.org/t/p/w500/4SsCDjWXbCtlJynQ1XhoV1QxoNN.jpg
599379,tt9114472,Ice on Fire,en,2019.0,"An eye-opening documentary that asks the question: Are we going to let climate change destroy civilization, or will we act on technologies that can reverse it? Featuring never-before-seen solutions on the many ways we can reduce carbon in the atmosphere thus paving the way for temperatures to go down, saving civilization.",Documentary,7.0,48,https://image.tmdb.org/t/p/w500/9xWrasURZTWbSiulhyxCmJlYTkD.jpg
271708,tt3794204,K: Missing Kings,ja,2014.0,"The ""Academy Island Incident"" in which four ""kings"" cross paths... Since then, Silver Clansmen Kuroh Yatogami and Neko have been searching for their master, Shiro. Without finding any clues to Shiro's whereabouts, the two became disheartened. However, one day, they see HOMRA members Rikio Kamamoto and Anna Kushina being chased by someone.","Animation, Fantasy, Action",6.513,75,https://image.tmdb.org/t/p/w500/jFDuJDeQylLwGN7yMOr3qSDZdQJ.jpg
1189205,tt18482470,Blood and Snow,en,2023.0,"When researchers rescue a fellow scientist who survived a meteorite strike in the Arctic, they discover she may not be who they think she is. Is she some-how changed?","Science Fiction, Horror",6.128,74,https://image.tmdb.org/t/p/w500/dgKnID0LCGlAb5TXi8WKVTRnPaX.jpg
42328,tt0046808,Broken Lance,en,1954.0,Tensions erupt within an Arizona cattle baron's household when his three sons vie for control of the ranch.,"Adventure, Drama, Western",6.488,80,https://image.tmdb.org/t/p/w500/qOf7yWjTAhUE72u3PV6ij4Wy9lJ.jpg
42341,tt1160629,Suspect X,ja,2008.0,"A male corpse is discovered with a smashed face and burned hands. Strangely, the cause of death is determined to be strangulation. When Detective Kaoru Utsumi attempts to corroborate the victim’s ex-wife’s alibi she discovers the mysterious neighbor and only a few small clues to help her disprove a seemingly ""airtight"" alibi...","Crime, Drama, Mystery",7.6,137,https://image.tmdb.org/t/p/w500/kKV6Tj4BqrFyRV03rkwHNYIQJY0.jpg
42337,tt0082054,Beau Pere,fr,1981.0,"Rémi is a man trapped in a deteriorating marriage. When his wife is unexpectedly killed in a car accident, Rémi is left with his stepdaughter, Marion, who chooses to stay with him rather than live with her birth father. After the initial shock passes, Rémi is caught off-guard when Marion begins expressing her attraction to him. Initially repulsed, Marion's mature beauty wears him down as he finally caves to her seductions.","Drama, Romance",6.54,138,https://image.tmdb.org/t/p/w500/sF6wgE9Lg4CUsLzNMnuotESplFF.jpg
42329,tt0065163,The Valley of Gwangi,en,1969.0,"A turn of the century wild west show struggling to make a living in Mexico comes into the possession of a tiny prehistoric horse. This leads to an expedition to the Forbidden Valley where they discover living dinosaurs. They capture one and take it back to be put on display, leading to inevitable mayhem.","Fantasy, Science Fiction, Thriller, Western, Adventure",7.104,158,https://image.tmdb.org/t/p/w500/5RP7yHpTHsLlQEP8V3gji743Sbh.jpg
42342,tt0039349,The Egg and I,en,1947.0,"World War II veteran Bob MacDonald surprises his new wife, Betty, by quitting his city job and moving them to a dilapidated farm in the country. While Betty gamely struggles with managing the crumbling house and holding off nosy neighbors and a recalcitrant pig, Bob makes plans for crops and livestock. The couple's bliss is shaken by a visit from a beautiful farm owner, who seems to want more from Bob than just managing her property.","Comedy, Romance",7.0,47,https://image.tmdb.org/t/p/w500/xBQc0rPnQzbV6XbOlA6v3ETO2lU.jpg
599396,tt6143798,Axcellerator,en,2019.0,"When a young car thief stumbles on the invention of the century (and the various government agencies that want to kill him), he and a sassy checkout clerk named Kate have the adventure of a lifetime.",Science Fiction,6.2,42,https://image.tmdb.org/t/p/w500/fHNRCQRDYm2gMvljdjiXKC2vRrV.jpg
9565,tt0248409,No More School,de,2000.0,"The last three weeks of school life have begun: After the Abitur, Germany's leaving certificate, the friends and schoolmates of Gymnasium Kerkheim (Kerkheim High) will not see each other again so soon. It is a hard time for Markus and his girl Sandra from a lower grade, as he wants to hang out with his old friends, whereas she wants him to be there for her. It's an even harder time for Dirk, who is to be expelled from school if he fails the math exam that is coming up around midday, and it is the hardest time for Michael, who is a perfect pupil, but has no fun in life at all - and doesn't even know it yet. When Steven calls out a party to celebrate his letter of exemption from the army, they all get together for one of the last real cool events ever.",Comedy,5.8,74,https://image.tmdb.org/t/p/w500/qbGTIhLDCjnY6QvopLZ37DGvTdK.jpg
435557,tt6219314,The Party's Just Beginning,en,2018.0,"In a bleak Inverness midwinter, Luisaidh is careening off the rails after the suicide of her best friend. She medicates her misery with joyless sex, chips and a belief in the power of positive drinking. Surrounded by bittersweet memories, she struggles to find someone to talk to or some reason to make life worthwhile at the most stressful time of the year.","Drama, Comedy",6.2,70,https://image.tmdb.org/t/p/w500/dkQGIm3g4gQIm6sme3P1cHHexnt.jpg
927081,tt17048366,Explorer: The Last Tepui,en,2022.0,This documentary starring climber Alex Honnold and famous biologist Bruce Means document their expedition to the South American sky islands in search of new species and discoveries. Follows elite climber Alex Honnold and a world-class climbing team led by National Geographic Explorer and climber Mark Synnott on a grueling mission deep in the Amazon jungle as they attempt a first-ascent climb up a 1000 foot sheer cliff.,"Documentary, Adventure",7.6,49,https://image.tmdb.org/t/p/w500/u3csCMawDUyB6DZKI4q3j8m6vjG.jpg
927070,tt17048330,Polar Bear,en,2022.0,A new mother’s memories of her own youth prepare her to navigate motherhood in the increasingly challenging world that polar bears face today.,"Documentary, Family",7.2,63,https://image.tmdb.org/t/p/w500/nCRUQcbBs6Ix6YaBeCgC9OwE0mt.jpg
42360,tt0322645,Inuyasha the Movie: Affections Touching Across Time,ja,2001.0,"InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever.","Action, Animation, Adventure, Fantasy",7.546,195,https://image.tmdb.org/t/p/w500/gl8TvgVL6B2PR71cnrG7PbAUPls.jpg
9579,tt1213660,The Wild Chicks and Life,de,2009.0,The Wild Chicks are slowly growing out of their youthful gang years and have to face the worries of growing up on the sidelines of a big class trip before graduation.,"Comedy, Family",6.0,63,https://image.tmdb.org/t/p/w500/zFa3FKt4wSoWxFooSMRO9PykPKm.jpg
206197,tt1015471,The Sisterhood of Night,en,2015.0,"When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.","Mystery, Drama, Thriller",6.2,73,https://image.tmdb.org/t/p/w500/4h6KXpAcTUjr6AVJgV6sw0Ktbqr.jpg
42344,tt0057401,Paranoiac,en,1963.0,"Eleven years ago, the wealthy Ashby family was shattered when Mr and Mrs Ashby died in an airplane crash and their grieving son Tony committed suicide. All who remains is cruel Simon, an alcoholic in desperate need of funds; his mentally fragile sister Eleanor; and his protective aunt Harriet. Simon is just weeks away from receiving his inheritance, but there's a hitch in his plans when the long-believed dead Tony suddenly arrives.","Thriller, Horror",6.611,81,https://image.tmdb.org/t/p/w500/gXD4mLMXR2nibJkELmB5afAI3vj.jpg
9581,tt0286635,Fulltime Killer,cn,2001.0,"Professional assassin O has resided in an isolated world of killing and loneliness. But his life begins to change once he meets the innocent Chin; hired to clean O's apartment. However, soon the flamboyent and reckless Tok enters Chin's life with a mission to unveil O's identity and usurp his place as the number one sharp-shooting assassin in the game.","Action, Crime, Drama, Thriller",6.8,156,https://image.tmdb.org/t/p/w500/pB2lXLvZDaFqi6d8La3fofabgH7.jpg
566656,tt7326320,More Beautiful for Having Been Broken,en,2020.0,Three women’s lives intersect at a lakeside resort and are forever changed by the love of a special needs boy.,Drama,6.686,43,https://image.tmdb.org/t/p/w500/lfxGRXKh80W9LLUVNKvrCL5uCEN.jpg
337260,tt3545504,The Christmas King: In Full Armor,no,2015.0,"An evil lord, eager to rule the Valley of Knights, steals a magic suit of armor and is determined to hunt down the young queen for the missing part, the snow-making glove. But two courageous kids from our world are coming to her rescue.","Adventure, Fantasy, Family",6.0,28,https://image.tmdb.org/t/p/w500/xQzesxrcuIMUyQ4tC9Pmxppc6nE.jpg
763261,tt6875952,Carmen,en,2023.0,"A young and fiercely independent woman, Carmen, is forced to flee her home in the Mexican desert following the brutal murder of her mother. She survives an illegal border crossing into the US, only to be confronted by a lawless volunteer border guard. When the border guard and his patrol partner Aidan become embroiled in a deadly standoff, the pair is forced to escape together.",Drama,6.175,60,https://image.tmdb.org/t/p/w500/oc07MMSumgytiBT1fVTuEMDjUQA.jpg
42368,tt0016895,For Heaven's Sake,en,1926.0,An irresponsible young millionaire changes his tune when he falls for the daughter of a downtown minister.,Comedy,6.8,43,https://image.tmdb.org/t/p/w500/vIaZ41s0IqU8AlMufJ7fsUKq7Vb.jpg
9617,tt0107330,Little Sharks,de,1992.0,"When dishwasher Ingo, whose girl-friend has just left him, returns a borrowed bar stool to the Folkwang Acting School in Essen, he stumbles into the audition for next year's new students. He lets Johannes, the broke and unsuccessful applicant, stay with him. Ingo decides to go to Munich with Johannes, where he wants to try his luck once again. Hitchhiking, they get rides with very different drivers on the autobahn. They meet up with the smooth-talking Ali in the wayside dinner ""Raststätte Spessart"". Arriving in Munich, the trio tries to find cheap sleeping accommodation. They enter Ingo into the audition at Munich acting school. Moreover, Johannes falls in love with street artist Herta from Berlin. Written by emkarpf",Comedy,7.1,30,https://image.tmdb.org/t/p/w500/oHfoWOpIkaUrnLs5pfpVyQ6SMCv.jpg
173443,tt2231208,Rio 2096: A Story of Love and Fury,pt,2013.0,"“Rio 2096 – A Story of Love and Fury” is an animated film that portrays the love between an immortal hero and Janaína, the woman he has been in love with for 600 years. As a backdrop to the romance, the feature highlights four phases of Brazilian history: colonization, slavery, the Military Regime and the future, in 2096, when there will be a war for water.","Animation, Drama, History, Romance, Science Fiction, Fantasy",7.2,92,https://image.tmdb.org/t/p/w500/aqvJxBR3Tpj9semsPYgCZ2tE3UZ.jpg
9632,tt0062022,The College Girl Murders,de,1967.0,Police try to track down a hooded serial killer who murders his victims with a combination of acid and poison gas.,"Crime, Thriller, Mystery",6.7,31,https://image.tmdb.org/t/p/w500/rV5PWXg6nh6ZABJkeJnr4GxBAlY.jpg
42380,tt1611823,Gallants,cn,2010.0,"Master Law awakes from a 30-year coma without memories, but his martial arts skills are intact. His renowned kung fu academy is now a teahouse, and greedy developers are trying to steamroll it to make way for condos","Action, Comedy",6.4,50,https://image.tmdb.org/t/p/w500/rcJdUuRPD7GqgOmY04bGeTRhexB.jpg
173467,tt2370224,Milius,en,2013.0,"The life story of ‘Zen Anarchist’ filmmaker John Milius, one of the most influential storytellers of his generation.",Documentary,7.0,53,https://image.tmdb.org/t/p/w500/iCf2e0HvH2T42M4qxL25zu4dvU8.jpg
42401,tt0037280,Since You Went Away,en,1944.0,"In 1943, several people enter, re-enter, and exit the difficult life of a Midwestern family whose patriarch has been called up to war, leaving behind his wife and two teen daughters.","Drama, Romance, War",6.547,53,https://image.tmdb.org/t/p/w500/wSaJNuhDTzkKntI7Pony2DRyDKY.jpg
9627,tt0059538,Flaming Frontier,de,1965.0,"Old Surehand and his faithful old friend Old Wabble are on the trail of a cold-blooded killer with the nickname 'The General'. The brother of Old Surehand was murdered by him. On the way Old Surehand and Old Wabble are involved in the running conflict between settlers and Comanches who are likely to go on the war path. Old Surehand can count on the support of his friend and blood brother Winnetou, the amiable chief of the Apaches. Written by Robert","Adventure, Western",6.2,72,https://image.tmdb.org/t/p/w500/1Y32jmHx7Wm6u0DcTXHaKvLPUcr.jpg
370076,tt5440700,Theri,ta,2016.0,"When an honest cop, Vijay Kumar's family is ruthlessly slaughtered by a politician and his aides, he decides to change his identity and commits his life to bring his daughter up in a serene atmosphere. But some freak events end up compromising his identity and what he does to save his daughter and avenge the death of his family unfurls as Theri.","Action, Crime, Thriller",6.723,101,https://image.tmdb.org/t/p/w500/f6BhexotEqO3GejXa3FopBNGL6M.jpg
42402,tt0051849,The Left Handed Gun,en,1958.0,"When a crooked sheriff murders his employer, William ""Billy the Kid"" Bonney decides to avenge the death by killing the man responsible, throwing the lives of everyone around him into turmoil, and endangering the General Amnesty set up by Governor Wallace to bring peace to the New Mexico Territory.",Western,6.1,111,https://image.tmdb.org/t/p/w500/uxTgWHP7CX32eFmi5nNSE7Kwwy3.jpg
9639,tt0448400,Grimm Love,de,2006.0,"In Germany, as graduate student Katie Armstrong researches cannibal killer Oliver Hagen for her thesis, she becomes obsessed with her subject and ultimately plunges into a lifestyle similar to Hagen's and the thousands of people like him.","Drama, Horror, Crime",4.8,82,https://image.tmdb.org/t/p/w500/zNDcUgOiiAyjqQSmWbTFvRt2vjY.jpg
9633,tt0054395,Dead Eyes of London,de,1961.0,A disfigured killer with glazed-over white eyes is doing the dirty work so that an insurance agent-doctor can get the victims' insurance money.,"Crime, Thriller, Drama",6.1,42,https://image.tmdb.org/t/p/w500/9N43T336y2veGXJ6Qrsb2lmplF.jpg
42414,tt0055753,Roaring Years,it,1962.0,"In this satire inspired by Nikolai Gogol’s The Government Inspector (aka The Inspector General) and transported to fascist era Italy, the (supposed) incognito visit of a Roman fascist official to a tiny country town shakes deeply the ruling class and their lack of integrity.",Comedy,6.7,49,https://image.tmdb.org/t/p/w500/ixC9mNfY9PhFda4RaE1mLTGRcgm.jpg
9640,tt0077937,Mission Galactica: The Cylon Attack,en,1979.0,"A compilation of Battlestar Galactica episodes 10–12 and 21, with alternate footage. Running low on fuel, the Battlestar Galactica receives the help of the supposedly lost Battlestar Pegasus which is taking the offensive with the Cylons.","Horror, Science Fiction",7.0,64,https://image.tmdb.org/t/p/w500/ywfIGWGUMh3psvTrkGyYq5VgCd.jpg
9636,tt0374584,Control,en,2004.0,"Lee Ray Oliver, a death row inmate, is given a second chance at life if he agrees to undergo a new chemical treatment used to modify behavior.","Thriller, Action",6.085,189,https://image.tmdb.org/t/p/w500/bhyHkbCwq4IbATninLIWmIRHOvG.jpg
9646,tt0060529,Here Is Your Life,sv,1966.0,"A working class teenager comes of age in 1910s rural Sweden, moving through a series of jobs and romances that gradually shape his future.","Drama, History",6.9,27,https://image.tmdb.org/t/p/w500/nrHefsYCBJsTfQRAuZfrrFLWBHU.jpg
75170,tt1510906,Third Star,en,2010.0,"James and his three closest lifelong friends go on an ill-advised trip to the stunning coastal area of Barafundle Bay in West Wales. What follows is a touching and comical adventure dealing with friendship, heroism and love.",Drama,7.0,145,https://image.tmdb.org/t/p/w500/yNYtDMqT74sizQkpHtg1heyzFCl.jpg
173484,tt2395970,Rewind This!,en,2013.0,Home video changed the world. The cultural and historical impact of the VHS tape was enormous. This film traces the ripples of that impact by examining the myriad aspects of society that were altered by the creation of videotape.,Documentary,6.9,69,https://image.tmdb.org/t/p/w500/4iOjFXiU1QyoqeKF3Eq5IyxtzjP.jpg
370097,tt4525270,Stormageddon,en,2015.0,"What happens when you ask the most powerful computer program, run by the most powerful computers, to follow, listen and predict human behavior? The program learns, becomes sentient and begins to behave like a human. When a master computer program, Echelon, takes over America's entire online system, our country is threatened to be brought to its knees. Hacking into DARPA, Echelon gains the ability to manipulate the weather, create earthquakes, and cause a level of destruction unlike anything the country could ever imagine. But how do you stop a computer program when it has control over any and every defense you have?","Action, Drama, Thriller, Science Fiction",6.1,96,https://image.tmdb.org/t/p/w500/loZHFn4RoTeh4t1I4hS01DRYF7q.jpg
42418,tt0318850,Young Black Stallion,en,2003.0,"When courageous young Neera becomes separated from her family in the desert, she chances upon a wild colt. Together they find friendship, trust, and their way back home only to discover her family is about to lose everything!","Adventure, Drama, Family",6.6,102,https://image.tmdb.org/t/p/w500/6QRfEgONo5MYgDEDTipIcetnHsO.jpg
42423,tt0820118,Milan – Palermo: The Return,it,2007.0,Turi Leofonte is released from prison after eleven years and asks for the surviving members of his old security detail to escort him back in Sicily to get revenge on his former associates – something the authorities indulge to seize a large stash of Mafia money he claims to have access to.,"Action, Crime, Drama",5.8,84,https://image.tmdb.org/t/p/w500/iEBOf0MdbaaLwE3lnYZve9pS5dn.jpg
206284,tt2349460,Grace Unplugged,en,2013.0,"A talented young singer and aspiring songwriter’s Christian faith and family ties are tested when she defies her worship-pastor father and pursues pop-music stardom in GRACE UNPLUGGED, a moving and inspiring new film that explores the true meaning of success.","Drama, Music",5.9,61,https://image.tmdb.org/t/p/w500/1woGP3DCEyfPuifRPSkrwDanOQm.jpg
9653,tt0022183,Mädchen in Uniform,de,1931.0,A sensitive girl is sent to an all-girls boarding school and develops a romantic attachment to one of her teachers.,"Drama, Romance",7.142,120,https://image.tmdb.org/t/p/w500/xCyjsv32kZ3F1BgZqJOEIKCDFiv.jpg
9657,tt0089753,Otto - The Movie,de,1985.0,East Friesian Otto moves to the big city Hamburg. There he gets into trouble with a loan shark and needs to find a way to impress his love interest Silvia.,Comedy,6.5,140,https://image.tmdb.org/t/p/w500/5iE6qrXexeZfjV5PtUeKEbgJSCq.jpg
9680,tt0118025,Uncle Sam,en,1996.0,"It's Fourth of July Weekend, and the recently discovered corpse of Sgt. Sam Harper rises from the dead to punish the unpatriotic.","Comedy, Horror",4.8,67,https://image.tmdb.org/t/p/w500/fp1agcfQwsOepWIVNgS09MyPLXz.jpg
42449,tt0071604,Hearts and Minds,en,1974.0,"Many times during his presidency, Lyndon B. Johnson said that ultimate victory in the Vietnam War depended upon the U.S. military winning the ""hearts and minds"" of the Vietnamese people. Filmmaker Peter Davis uses Johnson's phrase in an ironic context in this anti-war documentary, filmed and released while the Vietnam War was still under way, juxtaposing interviews with military figures like U.S. Army Chief of Staff William C. Westmoreland with shocking scenes of violence and brutality.","Documentary, War",7.6,93,https://image.tmdb.org/t/p/w500/yXnpP2RAZbG3DQufUGcOM5hU4cF.jpg
42443,tt0129511,Christmas Vacation '90,it,1990.0,Several characters coincide during the Christmas holidays in the winter season of Saint Moritz.,"Comedy, Romance",5.2,173,https://image.tmdb.org/t/p/w500/pJKKjFIItN4QTMGxa6P8ZxUHjei.jpg
42444,tt0105717,Christmas Vacation '91,it,1991.0,"This coarse bedroom farce takes place at the St. Moritz ski resort over a Christmas vacation. Among the couples whose lives intersect are a widowed artist honeymooning with his second wife, a gay man traveling with his son and his lover (and hiding each from the other), a snobbish couple from Milan who have been forced to share a suite with a pair of crass Romans, etc.",Comedy,5.018,170,https://image.tmdb.org/t/p/w500/6ebdWxVHgU1SzBriebeXb2tB9Mr.jpg
107983,tt0080806,Golem,pl,1980.0,"Pernat finds himself in a police interrogation, accused of a murder, and unable to recall any details of the crime, or even his own life. He's released back into a world of raving lunatics and deranged dentists, murderous doctors and scientists who believe the secret of human creation is inside the walls of a cast-iron oven.","Drama, Science Fiction",6.818,66,https://image.tmdb.org/t/p/w500/vvae3Jqex1PTGEq3s3PLvU9dPcF.jpg
9677,tt0289477,Forklift Driver Klaus: The First Day on the Job,de,2001.0,Short film depicting a fictional educational film about fork lift truck operational safety. The dangers of unsafe operation are presented in gory details.,"Horror, Comedy",7.739,139,https://image.tmdb.org/t/p/w500/m2UqwOggUbQIuPeCOiRlYBUDDw0.jpg
42455,tt0069715,And Now the Screaming Starts!,en,1973.0,"In the late 18th century, two newlyweds move into the stately mansion of the Fengriffen family. The young bride is victim of terrifying visions and apparitions, threatening her very sanity. A London psychiatrist comes to her help and uncovers the terrible secret that haunts the estate.",Horror,5.919,68,https://image.tmdb.org/t/p/w500/t7qtRYAL9K1g0FAv3QHEvZ12ork.jpg
42463,tt0070453,Wedding in Blood,fr,1973.0,"In a small French town, the mayor discovers his wife is cheating on him, a betrayal that eventually leads to murder.","Crime, Drama, Thriller",6.333,75,https://image.tmdb.org/t/p/w500/1BAC8HGlfSfZobuN3WGzjaieZDt.jpg
42458,tt0070819,A Touch of Class,en,1973.0,"Steve, a happily married American man living in London meets Vicki, an English divorcée and run off to Marbella for a rollicking week of sex. They then return to London to set up a cozy menage, despite the fact that he loves his wife and children, and now realize that he and Vicki have also fallen in love.","Comedy, Romance",6.0,61,https://image.tmdb.org/t/p/w500/iEjIwaaXlg8fK7uyNdQU2ityj8v.jpg
42453,tt0071671,The Island at the Top of the World,en,1974.0,"A Victorian gentleman hopes to find his long-lost son, who vanished while searching for a mysterious Viking community in a volcanic valley somewhere in uncharted Arctic regions. The gentleman puts together an expedition team to go on the search, but when they reach their destination they must escape from some Viking descendants who will kill to keep their existence a secret.","Adventure, Family, Fantasy",6.5,89,https://image.tmdb.org/t/p/w500/6jceLUcdtxgveyABliSM5JFRSRz.jpg
42464,tt0070464,O Lucky Man!,en,1973.0,An ambitious coffee salesman has a series of improbable and ironic adventures seemingly designed to challenge his naive idealism.,"Comedy, Music, Fantasy, Drama",6.8,111,https://image.tmdb.org/t/p/w500/2xlzrpQF76OCgcKpQZvP6WtlpJy.jpg
402907,tt4551314,Odd Job,fr,2016.0,An unemployed factory worker takes a job as a hit man to make ends meet.,"Action, Comedy",6.101,189,https://image.tmdb.org/t/p/w500/vVeuJYiy2bIXqlpu0GsZnVU0Oa9.jpg
