tmdb_id,imdb_id,title,original_language,release_year,overview,genres,vote_average,vote_count,poster_url
65550,tt0048563,The Rose Tattoo,en,1955.0,A grieving widow embarks on a new romance when she discovers her late husband had been cheating on her.,"Drama, Romance",6.863,84,https://image.tmdb.org/t/p/w500/3W3dgP2l24JJWq6sVEl6TddLwbe.jpg
983044,tt27724113,The Arctic Convoy,no,2023.0,"In 1942, a convoy of 35 civilian ships, carrying vital supplies from Iceland to the Soviet Union, faces deadly challenges in the Arctic. Despite Allied naval escort, catastrophic intelligence errors expose the convoy to relentless German air and naval attacks. In the brutal conditions, inexperienced civilian sailors fight for survival, with only 12 ships making it to their destination.","War, Drama",6.9,142,https://image.tmdb.org/t/p/w500/7qtd6xschdz7GBnEMZfPfUir7cs.jpg
21,tt0060371,The Endless Summer,en,1966.0,"Bruce Brown's The Endless Summer is one of the first and most influential surf movies of all time. The film documents American surfers Mike Hynson and Robert August as they travel the world during California’s winter (which, back in 1965 was off-season for surfing) in search of the perfect wave and ultimately, an endless summer.",Documentary,7.1,133,https://image.tmdb.org/t/p/w500/jDdntrv2j64KB0Zpr63cko4Mebt.jpg
426030,tt4538916,Finding Your Feet,en,2017.0,"When her life is turned upside down upon discovering her husband's affair, Sandra Abbott seeks refuge in London with her estranged older sister Bif. She begins to find her feet again after letting Bif drag her along to a community dance class.","Comedy, Drama, Family, Music, Romance",7.011,180,https://image.tmdb.org/t/p/w500/p54LOicUXx2T5U5nIEJCIOhsAhk.jpg
65573,tt0067242,In the Name of the Italian People,it,1971.0,"An obscure Italian magistrate suspects that a well-known industrialist commited murder, and decides to investigate him, and bring him to court, whatever it takes. But - will the magistrate have it in him to go against impossible odds, in the name of the Italian people he represents?","Comedy, Drama, Crime",7.2,113,https://image.tmdb.org/t/p/w500/e5reonxsH0Dxti5TZ1qi7qGt11G.jpg
426034,tt5699060,The Changeover,en,2017.0,"Laura Chant, 16, lives with her mother and four-year-old brother Jacko in a poor new suburb on the edge of a partially demolished Christchurch, New Zealand. Laura is drawn into a supernatural battle with an ancient spirit who attacks Jacko and slowly drains the life out of him as the spirit becomes ever younger. Laura discovers her true identity and the supernatural ability within her, and must harness it to save her brother's life.","Fantasy, Thriller, Horror",5.6,50,https://image.tmdb.org/t/p/w500/vfXRe0oE2A6JnbmBUNyr0pfRkFA.jpg
163879,tt0141673,OSS 117 Is Unleashed,fr,1963.0,An American agent disappears after a scuba diving reconnaissance mission in Corsica. The Secret Service sends agent code name OSS 117 to investigate.,"Action, Crime",6.0,33,https://image.tmdb.org/t/p/w500/9uuLQ3wW2oWnkZmkBpR9qfQiXzl.jpg
294959,tt3784160,Valley Uprising,en,2014.0,"In the shady campgrounds of Yosemite valley, climbers carved out a counterculture lifestyle of dumpster-diving and wild parties that clashed with the conservative values of the National Park Service. And up on the walls, generation after generation has pushed the limits of climbing, vying amongst each other for supremacy on Yosemite's cliffs. ""Valley Uprising"" is the riveting, unforgettable tale of this bold rock climbing tradition in Yosemite National Park: half a century of struggle against the laws of gravity -- and the laws of the land.","Adventure, Documentary, History",7.7,96,https://image.tmdb.org/t/p/w500/9wjZdG4K1zkKmlh5DS2xxiEEVPK.jpg
1081400,tt26569323,The Mill,en,2023.0,"A businessman wakes up beside an ancient grist mill situated in the center of an open-air prison cell with no idea how he got there. Forced to work as a beast of burden to stay alive, he must find a way to escape before the birth of his child.","Science Fiction, Horror",5.9,87,https://image.tmdb.org/t/p/w500/bCga8NK6mzRHTd7t1m8bvLDDvSz.jpg
655424,tt9303756,The Snail and the Whale,en,2020.0,"A half hour animated film for all the family based on the much-loved book written by Julia Donaldson and illustrated by Axel Scheffler. The Snail and the Whale is the much loved classic that shows us a restless young snail who has ambitions to travel the world. The other snails think she should stay put, but she puts out a call for a “Lift wanted around the world”. Eventually her call is answered by a great big grey-blue humpback whale! She sets off with him across the seas. On their journey the snail and the whale discover towering icebergs and far-off lands, fiery mountains and golden sands. The snail is delighted by the wonderful world around her, until she realises how small it makes her feel.","Animation, Family, TV Movie",6.5,46,https://image.tmdb.org/t/p/w500/qWsqdJ6XUvwimqxwlplIazKjpve.jpg
65590,tt0051398,The Barbarian and the Geisha,en,1958.0,"Townsend Harris is sent by President Pierce to Japan to serve as the first U.S. Consul-General to that country. Harris discovers enormous hostility to foreigners, as well as the love of a young geisha.","Drama, Romance",5.9,42,https://image.tmdb.org/t/p/w500/reavQ6J7uZNaj4e6bgCIVvv3yBV.jpg
655431,tt11433874,Psycho-Pass 3: First Inspector,ja,2020.0,"Inspector Kei Mikhail Ignatov finds himself involved with an organization named Bifrost with the possibility of freeing his wife if he betrays Unit One. Koichi Azusawa coordinates an assault on the Public Safety Bureau tower using his hacker Obata, locking down the building and kidnapping Inspector Arata Shindo. Azusawa demands that governor Karina Komiya resign from her position.","Science Fiction, Action, Crime, Animation",7.598,107,https://image.tmdb.org/t/p/w500/5Ln3Hr6UYvnnQXLIEMotdeo2BCK.jpg
86,tt0430051,The Elementary Particles,de,2006.0,"Based on Michel Houellebecq's controversial novel, Atomised (aka The Elementary Particles) focuses on Michael and Bruno, two very different half-brothers and their disturbed sexuality. After a chaotic childhood with a hippie mother only caring for her affairs, Michael, a molecular biologist, is more interested in genes than women, while Bruno is obsessed with his sexual desires, but mostly finds his satisfaction with prostitutes. But Bruno's life changes when he gets to know the experienced Christiane. In the meantime, Michael meets Annabelle, the love of his youth, again.","Drama, Romance",6.1,146,https://image.tmdb.org/t/p/w500/wpGpR7GewyApPgqPvuWadBAfmFc.jpg
655437,tt13276012,Poupelle of Chimney Town,ja,2020.0,The story is about a young boy named Lubicchi and a trashman named Poupelle who meet on a Halloween night in a city that is full of tall chimneys. The chimneys pour out black smoke and the true sky cannot be seen.,"Animation, Drama, Fantasy, Adventure",6.5,72,https://image.tmdb.org/t/p/w500/tIMpbHUgN303akVFwo674FBr21n.jpg
91,tt0023037,Land Without Bread,es,1933.0,"An exploration —manipulated and staged— of life in Las Hurdes, in the province of Cáceres, in Extremadura, Spain, as it was in 1932. Insalubrity, misery and lack of opportunities provoke the emigration of young people and the solitude of those who remain in the desolation of one of the poorest and least developed Spanish regions at that time.",Documentary,7.094,171,https://image.tmdb.org/t/p/w500/nTizDiDbiVPCGqC6uMVDp8GoEeP.jpg
1146972,tt14759062,Mobile Suit Gundam SEED FREEDOM,ja,2024.0,"In C.E.75, the fighting still continues. There are independence movements, and aggression by Blue Cosmos... In order to calm the situation, a global peace monitoring agency called COMPASS is established, with Lacus as its first president. As members of COMPASS, Kira and his comrades intervene into various regional battles. Then a newly established nation called Foundation proposes a joint operation against a Blue Cosmos stronghold.","Animation, Science Fiction, Action, Drama",6.929,77,https://image.tmdb.org/t/p/w500/1EBnttleJaKnWWyyEqfiSn76ZjT.jpg
32853,tt0102436,"Thank You, Life",fr,1991.0,"Camille, a naïve schoolgirl, meets an intriguing influence in Joelle, a slightly older and much more experienced spirit. Camille follows her new friend through the discovery of sex and the darker side of life. As the film progresses, Camille discovers AIDS and the fear that she may have picked up the disease in her early encounters.",Drama,6.2,58,https://image.tmdb.org/t/p/w500/7HiCNCihpEyhoztinxU7Xn3vPUr.jpg
32859,tt0022787,Wooden Crosses,fr,1932.0,"The young and patriotic student Demachy joins the French army in 1914 to defend his country. But he and his comrades soon experience the terrifying, endless trench war in Champagne, where more and more wooden crosses have to be erected for this cannon fodder.","Drama, War",7.03,50,https://image.tmdb.org/t/p/w500/lcIwbiZn57HR9xpQD1U8pUC0PBJ.jpg
32868,tt1183921,The Vicious Kind,en,2009.0,"A man tries to warn his brother away from the new girlfriend he brings home during Thanksgiving, but ends up becoming infatuated with her in the process.","Comedy, Drama",6.2,126,https://image.tmdb.org/t/p/w500/krPQzshOanbgWiwk7VUO1TF71pg.jpg
102,tt0315543,Open Hearts,da,2002.0,"Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.","Drama, Romance",7.11,123,https://image.tmdb.org/t/p/w500/hOrV2fCw2kmSiS4ZMGFPfXqr3lt.jpg
360551,tt5049302,The Priests,ko,2015.0,"To save a girl in danger, a priest and deacon jump into a mysterious case.","Mystery, Thriller, Horror",6.8,136,https://image.tmdb.org/t/p/w500/mcgvjr9Sb3niTOStwFKWBlPBbyn.jpg
32874,tt8942480,"Sabrina, Down Under",en,1999.0,"Sabrina travels to Australia's Great Barrier Reef with her best friend Gwen, a fellow witch from England, for a week-long vacation where they try to help protect a hidden mermaid colony whose habitat is threatened by ocean pollution, and by a local marine biologist determined to find the colony as his claim to fame. While Sabrina finds romance with a ""merman"" from the mermaid colony, Salem the cat finds a possible romance with another witch-turned-into-a-cat, named Hilary, but finds Sabrina's problems interfering with his plans.","TV Movie, Comedy, Fantasy",6.2,103,https://image.tmdb.org/t/p/w500/tBNL4NUEIFRSDvHYgH3OHrhKyUk.jpg
32873,tt0089943,Lupin the Third: The Legend of the Gold of Babylon,ja,1985.0,Lupin squares off with two criminal families and Inspector Zenigata's new female patrol to track down a hoard of biblical-era treasure.,"Animation, Adventure, Comedy, Action, Crime",6.1,58,https://image.tmdb.org/t/p/w500/sC0nlE0XiUYF2yL6tBpoDmHYyNK.jpg
491629,tt7098658,Raazi,hi,2018.0,An Indian spy is married to a Pakistani military officer during the Indo-Pakistani War of 1971.,"Thriller, Drama, History",7.201,189,https://image.tmdb.org/t/p/w500/fF2xXApETxZqyluokyJ1x4gIiTf.jpg
32872,tt0118523,'Til There Was You,en,1997.0,"Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight.","Comedy, Romance",3.8,36,https://image.tmdb.org/t/p/w500/ndbW89bKquf5gMXgncY2fCkrIa.jpg
65649,tt0095491,Tiger on the Beat,cn,1988.0,A seasoned cop and his rookie partner are a pair of mismatched partners in this Hong Kong action-comedy in the style of 'Lethal Weapon'. The wacky twosome are up in arms as they try to solve the murder of a heroin trafficker.,"Action, Crime, Comedy, Drama, Thriller",6.4,68,https://image.tmdb.org/t/p/w500/1Ti6Swe68KY76maRqcjYUZbMSX0.jpg
32904,tt1120945,Tony,en,2010.0,"Unemployed and unemployable, Tony is a sympathetic recluse with severe social problems, an addiction to VHS action films and a horrible moustache. Occasionally he snaps and murder is the result…","Horror, Drama, Thriller",5.885,78,https://image.tmdb.org/t/p/w500/cPztnCyi5LB3uo98UnoGbAay9wy.jpg
491633,tt7728344,Marvel Rising: Secret Warriors,en,2018.0,"When a threat no one could have expected bears down on the Marvel Universe, this ragtag, untrained band of teens have no choice but to rise together and prove to the world that sometimes the difference between a 'hero' and 'misfit' is just in the name.","Family, Animation, Action, Comedy, Science Fiction, TV Movie, Adventure",6.379,124,https://image.tmdb.org/t/p/w500/rXmc4jvDBU04Wp8r5JMWy3HbhB3.jpg
32895,tt1412093,Jack Hunter and the Quest for Akhenaten's Tomb,en,2008.0,"Adventurer Jack Hunter sets off in pursuit of a legendary tomb, meeting dangerous old adversaries, and even more dangerous old flames, along the way.","Adventure, Action",6.1,43,https://image.tmdb.org/t/p/w500/7GzyoGDRmc3R5G4GUOzSOMSj0lU.jpg
132,tt0065780,Gimme Shelter,en,1970.0,"A detailed chronicle of the famous 1969 tour of the United States by the British rock band The Rolling Stones, which culminated with the disastrous and tragic concert held on December 6 at the Altamont Speedway Free Festival, an event of historical significance, as it marked the end of an era: the generation of peace and love suddenly became the generation of disillusionment.","Documentary, Music",7.3,192,https://image.tmdb.org/t/p/w500/fFLKCqI7nfkie9V1LmBLljiNV4j.jpg
159,tt0109255,Maybe... Maybe Not,de,1994.0,The heterosexual man Axel is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.,"Comedy, Drama",6.2,119,https://image.tmdb.org/t/p/w500/2TcZBHcseRXLxNq2RXnKIsbKZwi.jpg
1278099,tt24516018,The Honest Candidate,es,2024.0,"A former idealistic leader turned corrupt politician is cursed by his grandmother on the eve of the presidential election, forcing him to be honest. Can he win without lies and what will be the conditions?",Comedy,6.6,143,https://image.tmdb.org/t/p/w500/hmV5HPkbQuzgPo11Xm70CMQV3iZ.jpg
1245347,tt31322753,Twinless,en,2025.0,"Two men who lost their respective twin brothers develop a growing friendship after meeting in a support group. However, both harbor long-hidden secrets that threaten to tear them apart.","Comedy, Drama",7.242,122,https://image.tmdb.org/t/p/w500/9vaw9Az5tPLMjNLj426KgKsp0k8.jpg
156,tt0329767,Wilbur Wants to Kill Himself,da,2002.0,"The strange comedy film of two close brothers; one, Wilbur, who wants to kill himself, and the other, Harbour, who tries to prevent this. When their father dies leaving them his bookstore they meet a woman who makes their lives a bit better yet with a bit more trouble as well.","Comedy, Drama, Romance",6.553,104,https://image.tmdb.org/t/p/w500/bRrHJbr8kMb849IKBZ0RBk2Vmte.jpg
360627,tt0066933,Ransom for a Dead Man,en,1972.0,"A brilliant attorney gets rid of her boring husband by faking his kidnapping and keeping the ransom. The FBI may be fooled, but not Columbo.","Drama, Mystery, TV Movie, Crime",7.273,55,https://image.tmdb.org/t/p/w500/wxiOUKGqkfH9CsTOU2FfEa1qSkQ.jpg
164020,tt0097376,Uncontrollable Circumstances,fr,1989.0,"Philippe and Daniel decide to go on vacation Southeast Asia, where they meet Hans, a European who livesthere and he becomes their guide and host. Once the holidays are over, before leaving to return to Paris, decided to give a small gift to Hans: a small piece of hashish.",Drama,6.226,42,https://image.tmdb.org/t/p/w500/zjrDEZHonoMoWM76TefYZqgHoXh.jpg
65707,tt0074443,Duelle (Une Quarantaine),fr,1976.0,"Two enigmatic women separately arrive in Paris, both with a hidden but shared motive. As they navigate the city and their search progresses, various characters become entangled in a conflict, which increasingly comes to take a fantastical turn. These characters too, driven by their own desires, strive for their own goals in the struggle. From a Paris, drenched in an otherworldly ambiance, a tale of desire and power emerges through mystery and secrets.","Drama, Fantasy, Mystery",6.881,59,https://image.tmdb.org/t/p/w500/fYaFwG0MWtPqUO93eyrd3sdgiHl.jpg
98491,tt0066585,Wuthering Heights,en,1970.0,"Young orphan Heathcliff is adopted by the wealthy Earnshaw family and moves into their estate, Wuthering Heights. Soon, the new resident falls for his compassionate foster sister, Cathy. The two share a remarkable bond that seems unbreakable until Cathy, feeling the pressure of social convention, suppresses her feelings and marries Edgar Linton, a man of means who befits her stature. Heathcliff vows to win her back.","Drama, Romance",6.4,45,https://image.tmdb.org/t/p/w500/gOK1fb5nvk6IXTRmOr1pPsNr8Zu.jpg
426166,tt6388082,My Annoying Brother,ko,2016.0,"A jailed swindler leaps at the chance to earn parole in return for taking care of his estranged brother, an athlete who recently lost his sight.","Drama, Comedy",8.0,126,https://image.tmdb.org/t/p/w500/7Cxrt3gSH9VAKDvsuk6Tx1IShJy.jpg
688335,tt12108272,Close Encounters of the Fifth Kind,en,2020.0,"Dr. Steven Greer’s previous works, SIRIUS and UNACKNOWLEDGED, broke crowdfunding records and ignited a grassroots movement. CLOSE ENCOUNTERS OF THE FIFTH KIND features groundbreaking video and photographic evidence and supporting interviews from prominent figures such as Adam Curry of Princeton’s PEAR Lab; legendary civil rights attorney Daniel Sheehan, and Dr. Russell Targ, who headed the CIA’s top secret remote viewing program. Their message: For thousands of people, contact has begun. This is their story.",Documentary,6.903,93,https://image.tmdb.org/t/p/w500/R0rmE1wDbxMb2W0MyDE3HKPhOR.jpg
32969,tt0063456,Pretty Poison,en,1968.0,"A troubled arsonist spins a tale of espionage to a captivating girl, who becomes enthralled and entangled in his dangerous fantasies, leading to unexpected murder and chaos that change their lives forever.","Crime, Drama, Romance, Thriller",6.7,89,https://image.tmdb.org/t/p/w500/bUwIOxAfHWr7TdzXGYfVOPNQWGa.jpg
222,tt0017668,Berlin: Symphony of a Great City,de,1927.0,"A day in the city of Berlin, which experienced an industrial boom in the 1920s, and still provides an insight into the living and working conditions at that time. Germany had just recovered a little from the worst consequences of the First World War, the great economic crisis was still a few years away and Hitler was not yet an issue at the time.",Documentary,7.5,127,https://image.tmdb.org/t/p/w500/1APQoI9PKgZtg6PWZjIbr0U7GvZ.jpg
98514,tt0110998,River of Grass,en,1995.0,"Cozy, a dissatisfied housewife, meets Lee at a bar. A drink turns into a home break-in, and a gunshot sends them on the run together, thinking they've committed murder.","Drama, Crime",6.209,74,https://image.tmdb.org/t/p/w500/i2s1L8AavAfKIcKf3ONhF3no405.jpg
426242,tt3454424,Where Is Anne Frank,en,2021.0,"The film follows the journey of Kitty, the imaginary friend to whom Anne Frank dedicated her diary. A fiery teenager, Kitty wakes up in the near future in Anne Frank's house in Amsterdam and embarks on a journey to find Anne, who she believes is still alive, in today's Europe. While the young girl is shocked by the modern world, she also comes across Anne's legacy.","Animation, Drama, Family, History",6.611,81,https://image.tmdb.org/t/p/w500/ueIfY5LqYNBG1WVnkrZTdJq3TWc.jpg
237,tt0289635,Young Adam,en,2003.0,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,"Drama, Thriller, Crime, Romance",5.8,192,https://image.tmdb.org/t/p/w500/rU5GJ5r4tQbSx9C2ENKbPkD6nr9.jpg
33015,tt0015863,Go West,en,1925.0,With little luck at keeping a job in the city a New Yorker tries work in the country and eventually finds his way leading a herd of cattle to the West Coast.,"Comedy, Western",6.906,149,https://image.tmdb.org/t/p/w500/chZ6GbfTIKgD6nYmUKZScDAnIo8.jpg
248,tt0055312,Pocketful of Miracles,en,1961.0,A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.,"Comedy, Drama",7.29,181,https://image.tmdb.org/t/p/w500/xjXwcGJjT5tE22wazQUYH32HwU8.jpg
983311,tt21318724,Eye for an Eye,zh,2022.0,A highly trained and exceptionally deadly swordsman looks for revenge after being caught in the middle of a power struggle that results in the assassination of an innocent woman's family.,"Action, Drama",7.2,50,https://image.tmdb.org/t/p/w500/s6IeDuUx5AuF66RSk7njc9RJYxk.jpg
426230,tt5816374,Band Aid,en,2017.0,A couple who can't stop fighting embark on a last-ditch effort to save their marriage: turning their fights into songs and starting a band.,"Comedy, Drama, Music",6.3,173,https://image.tmdb.org/t/p/w500/hDYKhDkmvvPnYESr1yNG3K5oMZT.jpg
271,tt0088015,Ronia: The Robber's Daughter,sv,1984.0,"Ronia lives happily in her father's castle until she comes across a new playmate, Birk, in the nearby dark forest. The two explore the wilderness, braving dangerous Witchbirds and Rump-Gnomes. But when their families find out Birk and Ronia have been playing together, they forbid them to see each other again. Indeed, their fathers are competing robber chieftains and bitter enemies. Now the two spunky children must try to tear down the barriers that have kept their families apart for so long.","Adventure, Drama, Fantasy, Family",7.0,195,https://image.tmdb.org/t/p/w500/gatMa1qfwpJqiawPjJxodUvdB0.jpg
426247,tt5047336,The Light of the Moon,en,2017.0,"After a New York City woman is sexually assaulted while walking home one evening, she struggles to accept the truth and rediscover the intimacy within her relationship.",Drama,6.224,38,https://image.tmdb.org/t/p/w500/hpSMNBIuUngQx3tdOji7Y07doxf.jpg
273,tt0276617,The White Sound,de,2001.0,"Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.",Drama,7.0,58,https://image.tmdb.org/t/p/w500/kYJLb69aANQhf6EvewCnKRpiJ5O.jpg
98582,tt1924277,Unit 7,es,2012.0,"Angel, a young intelligent and kind, aims to be a police inspector. Rafael instead is an expeditious, forceful and arrogant policeman. Meanwhile, Miguel and Mateo are part of Group 7, a group of rogue cops ready to do anything to achieve their goals.","Drama, Action",6.1,181,https://image.tmdb.org/t/p/w500/j6YLnLaX1jPCw62ICVI5GdkXDkB.jpg
265,tt0082661,Lili Marleen,de,1981.0,"The story of a German singer named Willie, who while working in Switzerland, falls in love with a Jewish composer named Robert, whose family is helping people to flee from the Nazis. Robert’s family is skeptical of Willie, thinking she could be a Nazi as she becomes famous for singing the song “Lili Marleen”.","Drama, War, Romance",6.4,87,https://image.tmdb.org/t/p/w500/gJAS4FCOuFVQprgGfPuOnkZOtp0.jpg
426265,tt5826432,Burning Sands,en,2017.0,"Deep into Hell Week, a favored pledgee is torn between honoring his code of silence or standing up against the intensifying violence of underground hazing.",Drama,5.8,134,https://image.tmdb.org/t/p/w500/nTOithYdgE4jAdSIuH1nAaxkmzY.jpg
33037,tt0154587,"Hey There, It's Yogi Bear!",en,1964.0,"Following a misunderstanding about Yogi Bear’s whereabouts, Cindy Bear ends up in captivity at a Missouri circus. It’s now up to Yogi and his friend, Boo-Boo, to save her.","Animation, Comedy, Family, Adventure",6.4,55,https://image.tmdb.org/t/p/w500/x8ZBi9rdjl0zTgC4O4aWdPNK05s.jpg
286,tt0853060,Germany: A Summer's Fairytale,de,2006.0,A documentary of the German national soccer team’s 2006 World Cup experience that changed the face of modern Germany.,Documentary,6.8,51,https://image.tmdb.org/t/p/w500/pQ7p8zGxy0OTy6RwDA0Y2mlqmdu.jpg
291,tt0389326,Riding Giants,en,2004.0,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,Documentary,7.6,49,https://image.tmdb.org/t/p/w500/8L3ir0KNqSqpps2oVAeCUPVTPhr.jpg
426257,tt5796838,Roxanne Roxanne,en,2017.0,"The most feared battle emcee in the early 1980s in Queens, New York, was a fierce teenager from the Queensbridge projects. At the age of 14, Roxanne Shanté was well on her way to becoming a hip-hop legend, as she hustled to provide for her family while defending herself from the dangers of the street.",Drama,6.0,122,https://image.tmdb.org/t/p/w500/4WHkXS4828gKrhZg4Tje5gj5QVs.jpg
426264,tt6193424,The Trip to Spain,en,2017.0,Steve Coogan and Rob Brydon embark on a road trip along the coast of Spain.,"Comedy, Drama",6.505,101,https://image.tmdb.org/t/p/w500/74RSdBGWdtbdClQ2NGJeTTyO7fq.jpg
262436,tt1698652,Champs,en,2015.0,"A documentary about the sport of boxing, as seen through the eyes of champions Mike Tyson, Evander Holyfield and Bernard Hopkins.",Documentary,6.628,43,https://image.tmdb.org/t/p/w500/tFN3IDKbPPyVOrEAkN4bLqBHb7W.jpg
33057,tt0069698,Alvin Purple,en,1973.0,"Alvin is your average guy, except for the fact women find him irresistible and chase him everywhere. He tries to avoid them and get psychiatric help but gets used by the psychiatrists as a gigolo to treat other patients instead.",Comedy,5.1,21,https://image.tmdb.org/t/p/w500/hYvQU6Tv5gD8XcUUDBFR6hFzfB8.jpg
294,tt0089015,Desert Hearts,en,1985.0,"While waiting for her divorce papers, a repressed literature professor finds herself unexpectedly attracted by a carefree, spirited young woman named Cay.","Drama, Romance",7.07,171,https://image.tmdb.org/t/p/w500/klAHoWOZgL8sR74Tnl7K7z4Lziq.jpg
292,tt0425598,Dave Chappelle's Block Party,en,2005.0,"The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio mans moves to Brooklyn, New York, to throw an unprecedented block party.","Comedy, Music",6.8,126,https://image.tmdb.org/t/p/w500/lGS9iKGGRjM049ZGK4J8TvQeBHg.jpg
98600,tt0110036,Stories from the Kronen,es,1995.0,"Carlos is a young student, just 21. Nice or annoying as he likes, enjoys provoking and transgreding. In the night he goes out to meet his friends in the Kronen, a bar. Every situation can be taken a little farther. There are no limits, no accepted barriers. And more each time, each adventure is chained to the next, as if it were a continuous night. A long description of people: grandfather, parents, sister, girlfriend, friends. And, among that, the obscure will of living every minute as if it were the last one. But something which happens puts Carlos and his friend against a reality they have been trying to ignore.",Drama,6.029,51,https://image.tmdb.org/t/p/w500/vulTVwoMoy1IE1IRJhihHYQ6H2H.jpg
590123,tt9759872,Aurora Teagarden Mysteries: A Very Foul Play,en,2019.0,"At a gathering of mystery and true crime fans, Aurora Teagarden’s nephew, Phillip, is accused of murder when an unplanned onstage blackout during the play in which he is performing ends, revealing Phillip holding the bloody knife that has just killed one of the other performers. 12th installment in Aurora Teagarden Mysteries","Mystery, TV Movie, Thriller, Crime",7.4,80,https://image.tmdb.org/t/p/w500/wIJ9u8pL2Pi7bAfDto4mLTy9i9.jpg
590121,tt9703326,Aurora Teagarden Mysteries: An Inheritance to Die For,en,2019.0,"A matriarch is poisoned during a family wedding reception and Aurora Teagarden vows to get to the bottom of the crime, especially when her mother, a friend of the dead woman, stands to inherit the bulk of the massive estate. 11th installment in Aurora Teagarden Mysteries.","Mystery, TV Movie, Crime",7.2,56,https://image.tmdb.org/t/p/w500/nYkEw4fXfZnusQpR83k8GS8wBLH.jpg
98613,tt0473474,Doraemon: Nobita and the Windmasters,ja,2003.0,"After a typhoon hits Nobita's town, he and Doraemon discover a wind sprite who, with some help from Doraemon's 22nd-century tech, takes them and their friends to a fantastic world of wind and storm people. But the wind sprite, named Fuuko by Nobita, had brought them to her world for a reason, as her peoples' gods are battling, and Suneo might be a key player in their feud.","Animation, Fantasy, Adventure, Family, Science Fiction",7.164,55,https://image.tmdb.org/t/p/w500/kdBLKFviJckRXOCgPqkTQK16Rq0.jpg
313,tt0448124,Snow Cake,en,2006.0,A drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.,"Romance, Drama",7.1,189,https://image.tmdb.org/t/p/w500/dzKNKUqaDu9JCUmjhuoDd8KQBBs.jpg
33078,tt0090366,A Zed & Two Noughts,en,1985.0,"Identical twin zoologists lose their wives in a car crash caused by a white swan. They become obsessed with the death and decay of animals, and develop a strange and unusual relationship with the driver of the car, a woman who is now an amputee.","Comedy, Drama",7.009,175,https://image.tmdb.org/t/p/w500/55eiU0JNfNRqWbpabsf6NukntI2.jpg
321,tt0330602,Mambo Italiano,en,2003.0,"When an Italian man comes out of the closet, it affects both his life and his crazy family.","Comedy, Romance",5.9,90,https://image.tmdb.org/t/p/w500/usuEb1teTxqkK1wx54SmbdXltcN.jpg
316,tt0304126,Grill Point,de,2002.0,"Christian is a presenter at a small radio station. His wife Katrin directs traffic in a car park. Both are friends with Uwe, who runs a fast food kiosk, and Ellen, who works in a perfume shop. Their four lives are stuck in a rut. Until the day Chris and Ellen sleep together and upset the balance of the two couples...","Comedy, Drama",6.6,33,https://image.tmdb.org/t/p/w500/bMdeYeO8ylTqJDVnEPECdhroEg8.jpg
317,tt0464029,Grbavica: The Land of My Dreams,bs,2006.0,A woman and her daughter struggle to make their way through the aftermath of the Balkan war.,"Drama, History",6.868,87,https://image.tmdb.org/t/p/w500/hzLRMGaQ9v3QDMSimCE12aBtJzG.jpg
312,tt0116692,Beyond Silence,de,1996.0,Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.,"Drama, Music",6.9,79,https://image.tmdb.org/t/p/w500/bfNOcXDcwzKOlJoTtQM4lsEVxS1.jpg
337,tt0329388,Monsieur Ibrahim,fr,2003.0,"Paris, 1960s. Momo, a resolute and independent Jewish teenager who lives with his father, a sullen and depressed man, in a working-class neighborhood, develops a close friendship with Monsieur Ibrahim, an elderly Muslim who owns a small grocery store.",Drama,7.019,161,https://image.tmdb.org/t/p/w500/lS4hx9X5v6cpoCzzQohZs7zD881.jpg
